seccion,tipo,id_casilla,domicilio,ubicacion,referencia,lat,lng
0554,BASICA,1,"BOULEVARD EDUARDO VASCONCELOS, NÚMERO 811, BARRIO DE JALATLACO, CÓDIGO POSTAL 68080, OAXACA DE JUÁREZ, OAXACA",TRASPATIO DE LA UNIVERSIDAD CESEEO,ENTRE CALZADA NIÑOS HÉROES DE CHAPULTEPEC Y CALLE ANTEQUERA,17.0695684,-96.7139067
0555,BASICA,1,"REFORMA, NÚMERO 601, CENTRO, CÓDIGO POSTAL 68000, OAXACA DE JUÁREZ, OAXACA",ESTACIONAMIENTO REFORMA,"ENTRE LAS CALLES BERRIOZABAL Y HUMBOLDT, FRENTE AL SALÓN ZORBA EL GRIEGO",17.0675356,-96.72154189999990
0556,BASICA,1,"MANUEL GARCÍA VIGIL, NÚMERO 610, CENTRO, CÓDIGO POSTAL 68000, OAXACA DE JUÁREZ, OAXACA.",CENTRO GASTRONÓMICO,ENTRE LAS CALLES COSIJOPÍ Y LEONA VICARIO,17.0684217,-96.7241543
0557,BASICA,1,"CRESPO, NÚMERO 509, CENTRO, CÓDIGO POSTAL 68000, OAXACA DE JUÁREZ, OAXACA",CENTRO DE ASISTENCIA INFANTIL COMUNITARIO (CAIC) NÚMERO 1,ENTRE PANORÁMICA DEL FORTÍN Y ESCALERAS DEL FORTÍN,17.0667253,-96.72783249999990
0558,BASICA,1,"REVOLUCIÓN, NÚMERO 404, UNIÓN, CÓDIGO POSTAL 68060, OAXACA DE JUAREZ, OAXACA",CANCHA TECHADA DE LA ESCUELA PRIMARIA PATRIA LIBRE,ENTRE RIVERAS DEL RÍO ATOYAC Y CALLE BENITO JUÁREZ,17.0672199,-96.7402626
0559,BASICA,1,"MACEDONIO ALCALÁ, NÚMERO 125, EMILIANO ZAPATA, CÓDIGO POSTAL 68148, OAXACA DE JUÁREZ, OAXACA",CENTRO CULTURAL EMILIANO ZAPATA,ENTRE LAS CALLES JUVENTINO ROSAS Y CAMINO NACIONAL (EMILIANO ZAPATA),17.0661955,-96.7455014
0560,BASICA,1,"JAZMINES, SIN NÚMERO, AZUCENA, CÓDIGO POSTAL 68144, OAXACA DE JUÁREZ, OAXACA",CANCHAS DE BÁSQUETBOL DE LA UNIDAD DEPORTIVA DEL EJIDO DE SAN MARTÍN MEXICAPAM,A UN COSTADO DE LAS CANCHAS DE FÚTBOL DE LA LÁZARO,17.0666859,-96.7561787
0560,CONTIGUA,1,"JAZMINES, SIN NÚMERO, AZUCENA, CÓDIGO POSTAL 68144, OAXACA DE JUÁREZ, OAXACA",CANCHAS DE BÁSQUETBOL DE LA UNIDAD DEPORTIVA DEL EJIDO DE SAN MARTÍN MEXICAPAM,A UN COSTADO DE LAS CANCHAS DE FÚTBOL DE LA LÁZARO,17.0666859,-96.7561787
0561,BASICA,1,"AVENIDA ITANDEHUI, NÚMERO 310, MIGUEL HIDALGO, SAN MARTÍN MEXICAPAM, CÓDIGO POSTAL 68140, OAXACA DE JUÁREZ, OAXACA",CENTRO DE ASISTENCIA INFANTIL COMUNITARIO (CAIC) NÚMERO 9,ENTRE LAS CALLES ITURBIDE Y MORELOS,17.0641336,-96.7505388
0562,BASICA,1,"ANÁHUAC, SIN NÚMERO, NETZAHUALCÓYOTL, SAN MARTÍN MEXICAPAM, CÓDIGO POSTAL 68140, OAXACA DE JUÁREZ, OAXACA",CANCHAS DE LA COLONIA NETZAHUALCÓYOTL,ENTRE AVENIDA OAXACA Y MIXCÓATL,17.0612239,-96.7496826
0563,BASICA,1,"AYOCUAN, NÚMERO 113, NETZAHUALCÓYOTL, SAN MARTÍN MEXICAPAM, CÓDIGO POSTAL 68140, OAXACA DE JUÁREZ, OAXACA",AL EXTERIOR DEL DOMICILIO PARTICULAR,ENTRE LAS CALLES GUELAGUETZA Y MIXCÓATL,17.06193,-96.74782289999990
0564,BASICA,1,"ANDADOR DEMETRIO MANUEL NAVARRETE, SIN NÚMERO, SAN MARTÍN MEXICAPAM, CÓDIGO POSTAL 68140, OAXACA DE JUÁREZ, OAXACA",CANCHA DE BÁSQUETBOL DE LA AGENCIA DE SAN MARTÍN MEXICAPAM,ENTRE CALLE INDEPENDENCIA Y AVENIDA MONTE ALBÁN,17.0610935,-96.7432371
0565,BASICA,1,"PROLONGACIÓN DE GUADALUPE VICTORIA, NÚMERO 342, LIBERTAD, CÓDIGO POSTAL 68090, OAXACA DE JUÁREZ, OAXACA",OFICINAS DEL SISTEMA OPERADOR DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO (SOAPA),ENTRE TERCERA PRIVADA DE GUADALUPE VICTORIA Y PERIFÉRICO,17.0644448,-96.73672889999990
0566,BASICA,1,"DIVISIÓN ORIENTE, NÚMERO 225, BARRIO EX MARQUESADO, CÓDIGO POSTAL 68034, OAXACA DE JUÁREZ, OAXACA",CENTRO DE ASISTENCIA INFANTIL COMUNITARIO (CAIC) NÚMERO 3,ENTRE LAS CALLES MARIANO ESCOBEDO Y MANUEL NEGRETE,17.065285,-96.7332071
0567,BASICA,1,"CALLEJÓN DE LOS REYES, NÚMERO 108, BARRIO EX MARQUESADO, CÓDIGO POSTAL 68034, OAXACA DE JUÁREZ, OAXACA",DOMICILIO PARTICULAR,ENTRE CALLE 2 DE ABRIL Y PRIVADA PRIMERA DE CALLEJÓN DE LOS REYES,17.0011664,-96.7495702
0568,BASICA,1,"PORFIRIO DÍAZ, NÚMERO 115, ESQUINA CON AVENIDA MORELOS, CENTRO, CÓDIGO POSTAL 68000, OAXACA DE JUÁREZ, OAXACA",PATIO DE LA BIBLIOTECA ANDRÉS HENESTROSA,ENTRE LAS AVENIDAS INDEPENDENCIA Y MORELOS,17.0630606,-96.7265705
0569,BASICA,1,"PRIVADA DE CURTIDURÍAS, SIN NÚMERO, CENTRO, CÓDIGO POSTAL 68000, OAXACA DE JUÁREZ, OAXACA",AL EXTERIOR DEL DOMICILIO PARTICULAR,ATRÁS DEL PANTEÓN GENERAL,17.0656413,-96.7153506
0570,BASICA,1,"PROLONGACIÓN DE REFUGIO ESQUINA 5 DE FEBRERO, SIN NÚMERO, UNIDAD MODELO, CÓDIGO POSTAL 68100, OAXACA DE JUÁREZ, OAXACA",CENTRO DE ASISTENCIA INFANTIL COMUNITARIO (CAIC) NÚMERO 6,ENTRE PROLONGACIÓN DE REFUGIO Y CALLE UNIDAD MODELO,17.0628721,-96.711468
0571,BASICA,1,"MARIANO ABASOLO, NÚMERO 314, CENTRO, CÓDIGO POSTAL 68000, OAXACA DE JUÁREZ, OAXACA",SECUNDARIA UNIVAS,ENTRE CALLE JOSÉ MARÍA PINO SUÁREZ Y AVENIDA BENITO JUÁREZ,17.0639103,-96.7204793
0572,BASICA,1,"VICENTE GUERRERO, NÚMERO 308, CENTRO, CÓDIGO POSTAL 68000, OAXACA DE JUÁREZ, OAXACA",PATIO DE LA UNIREU,ENTRE CALLE MANUEL FERNÁNDEZ FIALLO Y CALLE DE MELCHOR OCAMPO,17.0591961,-96.7226828
0573,BASICA,1,"GARCÍA VIGIL, NÚMERO 215, CENTRO, CÓDIGO POSTAL 68000, OAXACA DE JUÁREZ, OAXACA",ESCUELA MUNICIPAL DE CAPACITACIÓN ARTESANAL E INDUSTRIAL,ENTRE CALLE MARIANO MATAMOROS Y AVENIDA JOSÉ MARÍA MORELOS,17.0636835,-96.7254313
0574,BASICA,1,"CALZADA MADERO, NÚMERO 113, CENTRO, CÓDIGO POSTAL 68000, OAXACA DE JUÁREZ, OAXACA",OFICINAS DE LA SECRETARÍA DE COMUNICACIONES Y TRANSPORTES OAXACA,ENTRE LA CALLE GUADALUPE VICTORIA Y ANDADOR DE HUZARES,17.0631532,-96.7329311
0575,BASICA,1,"AVENIDA MANUEL GÓMEZ MORÍN, SIN NÚMERO, JARDÍNES, CÓDIGO POSTAL 68140, OAXACA DE JUÁREZ, OAXACA",ESTACIONAMIENTO DE LA ESCUELA SECUNDARIA VICENTE GUERRERO,ENTRE CALLE VALERIO TRUJANO Y CALLE PROGRESO,17.0652416,-96.7406989
0576,BASICA,1,"MONTE ALBÁN, NÚMERO 428, SAN MARTÍN MEXICAPAM, CÓDIGO POSTAL 68140, OAXACA DE JUÁREZ, OAXACA",DOMICILIO PARTICULAR,ENTRE PRIVADA 4TA DE AVENIDA MONTE ALBÁN Y PRIVADA 2A INDEPENDENCIA,17.0599793,-96.7450477
0577,BASICA,1,"REFORMA, NÚMERO 115, PRESIDENTE JUÁREZ, SAN MARTÍN MEXICAPAM, CÓDIGO POSTAL 68146, OAXACA DE JUÁREZ, OAXACA",AUDITORIO PRESIDENTE JUÁREZ,ENTRE IGNACIO ZARAGOZA Y PLAN DE AYUTLA,17.0593335,-96.7516766
0578,BASICA,1,"PRIVADA DE REFORMA, NÚMERO 103, PRESIDENTE JUÁREZ, CÓDIGO POSTAL 68140, SAN MARTÍN MEXICAPAM, OAXACA DE JUÁREZ, OAXACA",AL EXTERIOR DEL DOMICILIO PARTICULAR,A UN COSTADO DE LA ESCUELA PRIMARIA PROFESOR POLICARPO T. SANCHEZ,17.0597988,-96.7429115
0579,BASICA,1,"CARRETERA A MONTE ALBÁN, KILÓMETRO 4.5, MONTE ALBÁN, CÓDIGO POSTAL 68154, OAXACA DE JUÁREZ, OAXACA",CENTRO MUNICIPAL DE EDUCACIÓN PARA ADULTOS PLAZA COMUNITARIA,ENTRE LAS CALLES ZAACHILA Y MENEYADELA,17.0532009,-96.7518179
0580,BASICA,1,"MEXICAS, SIN NÚMERO, FRACCIONAMIENTO COLINAS DE MONTE ALBÁN, CÓDIGO POSTAL 68140, OAXACA DE JUÁREZ, OAXACA",CANCHA DEL FRACCIONAMIENTO COLINAS DE MONTE ALBÁN,ENTRE LAS CALLES TRIQUIS Y CHONTALES,17.056271,-96.7514066
0581,BASICA,1,"CUARTA NAVE, LOCAL 37, COSIJOEZA, CÓDIGO POSTAL 68090, OAXACA DE JUÁREZ, OAXACA",ESTACIONAMIENTO DE LA CUARTA NAVE DE LAS BODEGAS DE FRUTA DE LA CENTRAL DE ABASTOS,ENTRE LA NAVE 3 Y 5 DE LAS BODEGAS DE FRUTA DE LA CENTRAL DE ABASTOS,17.0578553,-96.7363478
0582,BASICA,1,"JOSÉ PERFECTO GARCÍA, NÚMERO 704, CENTRO, CÓDIGO POSTAL 68000, OAXACA DE JUÁREZ OAXACA",SECRETARIA DE SALUD DE OAXACA COORDINACIÓN DE TRANSPORTE,ENTRE LAS CALLES IGNACIO ZARAGOZA Y ARISTA,17.0580359,-96.7108503
0583,BASICA,1,"RAYÓN, NÚMERO 6, CENTRO, CÓDIGO POSTAL 68000, OAXACA DE JUÁREZ, OAXACA",ESCUELA PRIMARIA ENRIQUE PESTALOZZI,ENTRE LAS CALLES DE ARMENTA Y LÓPEZ Y BUSTAMANTE,17.0577918,-96.72489829999990
0584,BASICA,1,"GONZÁLEZ ORTEGA, NÚMERO 112, CENTRO, CÓDIGO POSTAL 68000, OAXACA DE JUÁREZ, OAXACA",DOMICILIO PARTICULAR,ENTRE LAS AVENIDAS MIGUEL HIDALGO E INDEPENDENCIA,17.0598971,-96.71845689999990
0585,BASICA,1,"AVENIDA JOSÉ MARÍA MORELOS, NÚMERO 1509, CENTRO, CÓDIGO POSTAL 68000, OAXACA DE JUÁREZ, OAXACA",ESCUELA DE INGLÉS GRIMSBY,A 100 METROS DEL MERCADO DE LA MERCED,17.0612148,-96.7151983
0586,BASICA,1,"PRIMERA DE MAYO, SIN NÚMERO, MORELOS, CÓDIGO POSTAL 68103, OAXACA DE JUÁREZ, OAXACA",CANCHA DE USOS MÚLTIPLES DE LA COLONIA MORELOS,ENTRE ANDADOR PLAZUELA MORELOS Y CALLE PRIMERO DE MAYO,17.060204,-96.7117088
0587,BASICA,1,"JOSÉ GOROSTIZA, NÚMERO 102, JOSÉ VASCONCELOS, CÓDIGO POSTAL 68115, OAXACA DE JUÁREZ, OAXACA",DOMICILIO PARTICULAR,ENTRE CALLE EMILIO ABREU Y AVENIDA FERROCARRIL,17.05816,-96.7112318
0588,BASICA,1,"EMILIANO ZAPATA ESQUINA COLÓN, SIN NÚMERO, FRACCIONAMIENTO TRINIDAD DE LAS HUERTAS, CÓDIGO POSTAL 68000, OAXACA DE JUÁREZ, OAXACA",CENTRO DE ASISTENCIA INFANTIL COMUNITARIO (CAIC) NÚMERO 11,ENTRE LAS CALLES VICENTE GUERRERO Y CRISTÓBAL COLÓN,17.0515921,-96.7152845
0589,BASICA,1,"CARLOS MARÍA BUSTAMANTE, NÚMERO 807, CENTRO, CÓDIGO POSTAL 68000, OAXACA DE JUÁREZ, OAXACA",ESTACIONAMIENTO LOS ANDENES,ENTRE LA CALLE MOCTEZUMA Y BOULEVARD EDUARDO MATA,17.0530345,-96.7262945
0590,BASICA,1,"EMILIANO ZAPATA, NÚMERO 3, ARBOLEDA, CÓDIGO POSTAL 68090, OAXACA DE JUÁREZ, OAXACA",SALÓN DE USOS MÚLTIPLES,ENTRE LAS CALLES OAXACA Y RUBÉN JARAMILLO,17.0546446,-96.7311601
0591,BASICA,1,"PUERTO ANGELITO, SIN NÚMERO, ESQUINA RÍO COPALITA, FRACCIONAMIENTO LAS PALMAS, CÓDIGO POSTAL 68157, OAXACA DE JUÁREZ, OAXACA",ÁREA DE USO COMÚN DEL FRACCIONAMIENTO LAS PALMAS,A 100 METROS DE LA TORRE DE AGUA DEL SISTEMA OPERADOR DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO (SOAPA),17.0541569,-96.7368503
0592,BASICA,1,"AVENIDA CHAPULTEPEC, SIN NÚMERO, SAN JUAN CHAPULTEPEC, CÓDIGO POSTAL 68153, OAXACA DE JUÁREZ, OAXACA",CANCHA DE BÁSQUETBOL DE LA AGENCIA DE SAN JUAN CHAPULTEPEC,ENTRE PLAZUELA DE CHAPULTEPEC Y PRIVADA DE LA PAZ,17.0526671,-96.7386831
0594,BASICA,1,"DESANDEHUI ESQUINA HUIJATOO, SIN NÚMERO, MONTE ALBÁN, CÓDIGO POSTAL 68140, SAN MARTIN MEXICAPAM, OAXACA DE JUÁREZ, OAXACA",CANCHAS DE BÁSQUETBOL DE LA COLONIA MONTE ALBÁN,A UN COSTADO DE LA CAPILLA DE SAN MATEO APÓSTOL,17.0544348,-96.7484072
0595,BASICA,1,"EL CALVARIO, SIN NÚMERO, BARRIO LA CUEVITA, SAN JUAN CHAPULTEPEC, CÓDIGO POSTAL 68153, OAXACA DE JUÁREZ, OAXACA",AL EXTERIOR DEL ANTIGUO CENTRO DE SALUD,ENTRE LA CALLE NIÑO ARTILLERO Y PRIVADA DEL CALVARIO,17.0504341,-96.7417202
0596,BASICA,1,"CARRETERA A MONTE ALBÁN, SIN NÚMERO, BARRIO EL PROGRESO, SAN JUAN CHAPULTEPEC, CÓDIGO POSTAL 68150, OAXACA DE JUÁREZ, OAXACA",EL POCITO AZUL,ENTRE LAS CALLES DE LEONA VICARIO Y DONAJÍ,17.0545189,-96.7444463
0597,BASICA,1,"AVENIDA LA PAZ, SIN NÚMERO, SAN JUAN CHAPULTEPEC, CÓDIGO POSTAL 68157, OAXACA DE JUÁREZ, OAXACA",MUSEO DE LA MILPA,AL INTERIOR DEL PARQUE PRIMAVERA OAXAQUEÑA,17.052431,-96.736393
0598,BASICA,1,"ARTEAGA, NÚMERO 414, CENTRO, CÓDIGO POSTAL 68000, OAXACA DE JUÁREZ, OAXACA",AUDITORIO DE LA DEFENSORÍA DE LOS DERECHOS HUMANOS DEL PUEBLO DE OAXACA,ENTRE CALLE MELCHOR OCAMPO Y XICOTÉNCATL,17.0565148,-96.72216019999990
0599,BASICA,1,"CUARTA PRIVADA DE LA NORIA, NÚMERO 207, BARRIO DE LA NORIA, CÓDIGO POSTAL 68083, OAXACA DE JUÁREZ, OAXACA",AL EXTERIOR DE DOMICILIO PARTICULAR,ENTRE LAS CALLES CARBONERA Y XICONTÉNCATL,17.05397,-96.7208223
0600,BASICA,1,"RAYÓN, SIN NÚMERO, CENTRO, CÓDIGO POSTAL 68000, OAXACA DE JUÁREZ, OAXACA",PARQUE LOS 7 PRINCIPES,EN FRENTE DE LA DIRECCIÓN DE REGISTRO CIVIL DEL ESTADO DE OAXACA,17.0572038,-96.7204966
0601,BASICA,1,"ARTÍCULO 123, SIN NÚMERO, 5 SEÑORES, CÓDIGO POSTAL 68120, OAXACA DE JUÁREZ, OAXACA",AGENCIA MUNICIPAL DE 5 SEÑORES,ENTRE LAS CALLES PLAN DE AYALA Y 21 DE MARZO,17.0525486,-96.7088105
0602,BASICA,1,"PROLONGACIÓN DE LA NORIA, SIN NÚMERO, 5 SEÑORES, CÓDIGO POSTAL 68120, OAXACA DE JUÁREZ, OAXACA",UNIDAD DEPORTIVA LOS CONOS DE 5 SEÑORES,ENTRE LAS CALLES 5 DE FEBRERO Y VENUSTIANO CARRANZA,17.0536761,-96.709725
0603,BASICA,1,"HUERTO LOS LIMONARES, NÚMERO 305, FRACCIONAMIENTO TRINIDAD DE LAS HUERTAS, CÓDIGO POSTAL 68120, OAXACA DE JUÁREZ, OAXACA",ESTACIONAMIENTO DEL HOSPITAL VETERINARIO DE ESPECIALIDADES DE RAZAS PEQUEÑAS DE OAXACA,ENTRE HUERTOS LOS PLATANARES Y AVENIDA UNIVERSIDAD,17.0523974,-96.7156109
0604,BASICA,1,"VEGA, NÚMERO 316 A, BARRIO LA NORIA, CÓDIGO POSTAL 68000, OAXACA DE JUÁREZ, OAXACA",ESCUELA DE ALTO RENDIMIENTO,ENTRE LAS CALLES MANUEL FERNÁNDEZ FIALLO Y MELCHOR OCAMPO,17.0530156,-96.7241198
0605,BASICA,1,"NIÑO ARTILLERO ESQUINA AGUSTÍN MELGAR, SIN NÚMERO, SANTA ANITA, SAN JUAN CHAPULTEPEC, CÓDIGO POSTAL 68155, OAXACA DE JUÁREZ, OAXACA",AL EXTERIOR DEL DOMICILIO PARTICULAR,A UN COSTADO DE LA TORTILLERÍA JUQUILITA,17.0495323,-96.7356135
0606,BASICA,1,"LÁZARO CÁRDENAS, SIN NÚMERO, ESQUINA CON FRANCISCO I. MADERO, MIGUEL ALEMÁN, CÓDIGO POSTAL 68120, OAXACA DE JUÁREZ, OAXACA",AL EXTERIOR DE LA ESCUELA PRIMARIA MANUEL CABRERA CARRASQUEDO,A UN COSTADO DEL MERCADO VENUSTIANO CARRANZA,17.0483988,-96.7266285
0607,BASICA,1,"PUERTO MAZATLÁN, NÚMERO 125, ELISEO JIMÉNEZ RUIZ, CÓDIGO POSTAL 68120, OAXACA DE JUÁREZ, OAXACA",DOMICILIO PARTICULAR,ENTRE AVENIDA SÍMBOLOS PATRIOS Y CALLE PUERTO ACAPULCO,17.0465181,-96.72216189999990
0608,BASICA,1,"YAGUL, SIN NÚMERO, FRACCIONAMIENTO SAN JOSÉ LA NORIA, CÓDIGO POSTAL 68120, OAXACA DE JUÁREZ, OAXACA",ESCUELA PRIMARIA 27 DE SEPTIEMBRE,ENTRE LAS CALLES DE LA COSTA Y SEGUNDA PRIVADA DE YAGUL,17.0805719,-96.7102894
0609,BASICA,1,"PITÁGORAS, SIN NÚMERO, SATÉLITE, CÓDIGO POSTAL 68125, OAXACA DE JUÁREZ, OAXACA",PREPARATORIA GENERAL LÁZARO CÁRDENAS,ENTRE LAS CALLES HIPERIÓN Y LINDEROS,17.0448475,-96.7082631
0609,CONTIGUA,1,"PITÁGORAS, SIN NÚMERO, SATÉLITE, CÓDIGO POSTAL 68125, OAXACA DE JUÁREZ, OAXACA",PREPARATORIA GENERAL LÁZARO CÁRDENAS,ENTRE LAS CALLES HIPERIÓN Y LINDEROS,17.0448475,-96.7082631
0610,BASICA,1,"JORGE L. TAMAYO CASTELLANOS, SIN NÚMERO, EX HACIENDA 5 SEÑORES, CÓDIGO POSTAL 68120, OAXACA DE JUÁREZ, OAXACA",EXPLANADA PRINCIPAL DE LA FACULTAD DE CULTURA Y DEPORTES DE LA UABJO,ATRÁS DEL GIMNASIO UNIVERSITARIO,17.0485215,-96.7168692
0611,BASICA,1,"ANTONIO DE LEÓN, NÚMERO 501, CANDIANI, CÓDIGO POSTAL 68130, OAXACA DE JUÁREZ, OAXACA",DOMICILIO PARTICULAR,ENTRE LA PRIMERA Y SEGUNDA PRIVADA DE ANTONIO DE LEÓN,17.0478846,-96.7189049
0612,BASICA,1,"BENITO JUÁREZ, NÚMERO 101, MIGUEL ALEMÁN, CÓDIGO POSTAL 68120, OAXACA DE JUÁREZ, OAXACA",AL EXTERIOR DEL DOMICILIO PARTICULAR,ENTRE LA CALLE BENITO JUÁREZ ESQUINA CON AVENIDA FRANCISCO I. MADERO,17.0475317,-96.7267063
0613,BASICA,1,"JORGE L. TAMAYO CASTELLANOS, SIN NÚMERO, AGENCIA DE POLICÍA DE CANDIANI, CÓDIGO POSTAL 68130, OAXACA DE JUÁREZ, OAXACA",CANCHAS DE LA AGENCIA DE CANDIANI,A UN COSTADO DEL MERCADO ZONAL CANDIANI,17.0442074,-96.7154356
0614,BASICA,1,"VICENTE GUERRERO, SIN NÚMERO, CANDIANI, CÓDIGO POSTAL 68130, OAXACA DE JUÁREZ, OAXACA",PÓRTICO DE LA ESCUELA PRIMARIA LEONA VICARIO,ENTRE LAS CALLES DE LA LUZ Y PUERTO CORTÉS,17.0449753,-96.7169246
0615,BASICA,1,"LAS PALMAS, NÚMERO 506, CANDIANI, CÓDIGO POSTAL 68130, OAXACA DE JUÁREZ, OAXACA",DOMICILIO PARTICULAR,ENTRE PRIMERA PRIVADA DE LAS PALMAS Y LIVERPOOL,17.0428832,-96.7168313
2454,BASICA,1,"BELISARIO DOMÍNGUEZ, NÚMERO 1106, REFORMA, CÓDIGO POSTAL 68050, OAXACA DE JUÁREZ, OAXACA",DOMICILIO PARTICULAR,ENTRE LA CALLE GARDENIAS Y JUSTO SIERRA,17.0758352,-96.7069305
2470,BASICA,1,"OBSIDIANA, SIN NÚMERO, LA JOYA, PUEBLO NUEVO, CÓDIGO POSTAL 68274, OAXACA DE JUÁREZ, OAXACA",ESCUELA PRIMARIA URBANA MIGUEL HIDALGO Y COSTILLA,ENTRE LAS CALLES CORAL Y 10 DE ABRIL,17.1306922,-96.76612879999990
2471,BASICA,1,"RUBÍ, NÚMERO 116, LA JOYA PUEBLO NUEVO, CÓDIGO POSTAL 68276, OAXACA DE JUÁREZ, OAXACA",OFICINA DEL COMITÉ DE VIDA VECINAL DE LA COLONIA LA JOYA,ENTRE GEMA Y GENARO VÁSQUEZ,17.1303498,-96.7674464
2472,BASICA,1,"SAN FERNANDO, SIN NÚMERO, SAN ISIDRO PUEBLO NUEVO, CÓDIGO POSTAL 68276, OAXACA DE JUÁREZ, OAXACA",UNIDAD DEPORTIVA DE SAN ISIDRO,ENTRE LAS CALLES SAN ISIDRO Y SAN MARTÍN,17.1256175,-96.764121
2473,BASICA,1,"SAN MARCOS, NÚMERO 123, SAN ISIDRO PUEBLO NUEVO, CÓDIGO POSTAL 68274, OAXACA DE JUÁREZ, OAXACA",ESTACIONAMIENTO DEL RESTAURANTE CLEMENTE,ENTRE CARRETERA A VIGUERA Y PRIMERA PRIVADA DE SAN MARCOS,17.123773,-96.76360199999990
2474,BASICA,1,"LÁZARO CÁRDENAS, NÚMERO 130, PRESIDENTES DE MÉXICO, CÓDIGO POSTAL 68276, OAXACA DE JUÁREZ, OAXACA",SALÓN DE USOS MÚLTIPLES DE LA COLONIA PRESIDENTES DE MÉXICO,ENTRE LAS CALLES ADOLFO LÓPEZ MATEOS Y GUADALUPE VICTORIA,17.1224061,-96.76185699999990
2475,BASICA,1,"LIBRAMIENTO A RIVERAS DEL ATOYAC, NÚMERO 5119, EUCALIPTOS, PUEBLO NUEVO, CÓDIGO POSTAL 68274, OAXACA DE JUÁREZ, OAXACA",VULCANIZADORA LÓPEZ,ENTRE LIBRAMIENTO A RIVERAS DEL ATOYAC Y AVENIDA FERROCARRIL,17.1175643,-96.7693847
2476,BASICA,1,"PRIVADA DE BUGAMBILIAS, SIN NÚMERO, EUCALIPTOS, PUEBLO NUEVO, CÓDIGO POSTAL 68276, OAXACA DE JUÁREZ, OAXACA",CORREDOR DE LAS OFICINAS DEL COMITÉ DE VIDA VECINAL (COMVIVE),ENTRE PRIVADA DE PINOS Y CALLE EUCALIPTOS,17.1184041,-96.764963
2477,BASICA,1,"BENITO JUÁREZ, SIN NÚMERO, SOLIDARIDAD, CÓDIGO POSTAL 68016, OAXACA DE JUÁREZ, OAXACA",CANCHA SOLIDARIDAD,ENTRE LAS CALLES NIÑOS HÉROES Y LÁZARO CÁRDENAS,17.1049712,-96.7388649
2478,BASICA,1,"DIAMANTE, SIN NÚMERO, BUGAMBILIAS, AGENCIA DE SANTA ROSA PANZACOLA, CÓDIGO POSTAL 68013, OAXACA DE JUÁREZ, OAXACA",SALÓN DE USOS MÚLTIPLES DEL COMITÉ DE VIDA VECINAL,ENTRE PROLONGACIÓN DE TURQUESA Y ANDADOR OLIVINA,17.0977742,-96.74675
2478,CONTIGUA,1,"DIAMANTE, SIN NÚMERO, BUGAMBILIAS, AGENCIA DE SANTA ROSA PANZACOLA, CÓDIGO POSTAL 68013, OAXACA DE JUÁREZ, OAXACA",SALÓN DE USOS MÚLTIPLES DEL COMITÉ DE VIDA VECINAL,ENTRE PROLONGACIÓN DE TURQUESA Y ANDADOR OLIVINA,17.0977742,-96.74675
2479,BASICA,1,"PANORÁMICA, SIN NÚMERO, HELADIO RAMÍREZ LÓPEZ, CÓDIGO POSTAL 68010, OAXACA DE JUÁREZ, OAXACA",CANCHAS DEPORTIVAS DE LA COLONIA HELADIO RAMÍREZ LÓPEZ,ENTRE LAS CALLES GALILEA Y MONTE OREB,17.1003117,-96.7410361
2480,BASICA,1,"PERLA, NÚMERO 121, LA JOYA, SAN MARTÍN MEXICAPAM, CÓDIGO POSTAL 68144, OAXACA DE JUÁREZ, OAXACA",AL EXTERIOR DEL DOMICILIO PARTICULAR,ENTRE AVENIDA DEL PANTEÓN Y PRIVADA DE TOPACIO,17.0686703,-96.7554949
2480,CONTIGUA,1,"PERLA, NÚMERO 121, LA JOYA, SAN MARTÍN MEXICAPAM, CÓDIGO POSTAL 68144, OAXACA DE JUÁREZ, OAXACA",AL EXTERIOR DEL DOMICILIO PARTICULAR,ENTRE AVENIDA DEL PANTEÓN Y PRIVADA DE TOPACIO,17.0686703,-96.7554949
2481,BASICA,1,"GUIIGU ESQUINA QUIJXI, SIN NÚMERO, FRACCIONAMIENTO INFONAVIT LOS ÁLAMOS, CÓDIGO POSTAL 68143, OAXACA DE JUÁREZ, OAXACA",CANCHA MULTIDISCIPLINARIA LOS ÁLAMOS,A UN COSTADO DE LA ESCUELA PRIMARIA ANTEQUERA,17.0663863,-96.7621468
2481,CONTIGUA,1,"GUIIGU ESQUINA QUIJXI, SIN NÚMERO, FRACCIONAMIENTO INFONAVIT LOS ÁLAMOS, CÓDIGO POSTAL 68143, OAXACA DE JUÁREZ, OAXACA",CANCHA MULTIDISCIPLINARIA LOS ÁLAMOS,A UN COSTADO DE LA ESCUELA PRIMARIA ANTEQUERA,17.0663863,-96.7621468
2541,BASICA,1,"LAGO DE PÁTZCUARO, NÚMERO 207, EL MANANTIAL, PUEBLO NUEVO, CÓDIGO POSTAL 68274, OAXACA DE JUÁREZ, OAXACA",OFICINA DEL COMITÉ DE VIDA VECINAL (COMVIVE) DE LA COLONIA EL MANANTIAL,ENTRE LAGO DE CATEMACO Y ARROYO SECO,17.1237041,-96.75542139999990
